;rooms;bathrooms;value_price_clp;value_price_currency_clp;value_price_uf;value_price_currency_uf;parking;url;type_action;type_property;type_province;latitude;longitude;page;region;type_searching;type_house;date_publish;code_publication;img_element;Unnamed: 0
64;1.0;1.0;;;18.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/departamento/metro-los-leones/12408738;Arriendo Mensual;Departamento;Providencia;;;604;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;09/03/2023;12408738;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/providencia/0/df34c31a10d846d5b02e318c33dc31ce.jpeg;3.0
65;1.0;1.0;;;17.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/departamento/metro-los-leones/12408720;Arriendo Mensual;Departamento;Providencia;;;604;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;09/03/2023;12408720;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/providencia/0/d80754c70a4a47d4ac96282b6d8e8c49.jpeg;4.0
66;4.0;4.0;;;86.0;UF;4.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/departamento/las-hualtatas-san-damian/12401955;Arriendo Mensual;Departamento;Vitacura;;;604;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;09/03/2023;12401955;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/vitacura/0/c93269114491444b9bbc5009e655836e.jpeg;5.0
67;5.0;5.0;;;80.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/departamento/san-damian-camino-la-vina/12369868;Arriendo Mensual;Departamento;Las Condes;;;604;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;09/03/2023;12369868;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/las-condes/0/eec3ada4b7e344e29eccdd5e649886bf.jpeg;6.0
68;2.0;1.0;;;10.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-cisterna/departamento/metro-lo-ovalle/11168014;Arriendo Mensual;Departamento;La Cisterna;;;604;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168014;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/la-cisterna/0/1ff473d46d6641d397d5c440e73f37fc.jpeg;7.0
69;2.0;1.0;;;13.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/metro-universidad-de-chile/11168247;Arriendo Mensual;Departamento;Santiago;;;604;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168247;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/903ef39e78344c4980fcf137b7814b62.jpeg;8.0
70;2.0;1.0;;;11.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-cisterna/departamento/metro-lo-ovalle/11168033;Arriendo Mensual;Departamento;La Cisterna;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168033;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/la-cisterna/0/f98566ad3be54b81ab6cf81b601e3906.jpeg;9.0
71;4.0;5.0;;;150.0;UF;4.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/departamento/geronimo-de-alderete/12323554;Arriendo Mensual;Departamento;Las Condes;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;12323554;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/las-condes/0/177f6850db92481d9a5cde5089410caf.jpeg;10.0
72;2.0;2.0;700.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/alameda-lord-cochrane/11146585;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11146585;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/81c1962685014af5acbab6b281b52323.jpeg;11.0
73;1.0;1.0;;;9.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-pablo/11168119;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168119;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/8aa0b41ac90147fe879ac39e2b355c90.jpeg;12.0
74;1.0;1.0;1.680.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/departamento/mall-vivo-los-trapenses/12293036;Arriendo Mensual;Departamento;Lo Barnechea;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;12293036;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/lo-barnechea/0/3b732d12a4284ce1a28591e8525c5303.jpeg;13.0
75;1.0;1.0;350.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-diego-alonso-ovalle/11147386;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11147386;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/146acd27b00444238ff0f9d85d524017.jpeg;14.0
76;2.0;1.0;;;13.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-pablo/11168157;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168157;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/919e596426014dd6917fe7ac959c03f3.jpeg;15.0
77;1.0;1.0;;;7.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-pablo/11168081;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168081;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/1cc7f81091cc488d9ab0d00de8323c31.jpeg;16.0
78;2.0;2.0;;;13.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/metro-universidad-de-chile/11168272;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168272;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/e2f61700c1734934abe107b46f4b0994.jpeg;17.0
79;2.0;1.0;260.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/mapocho-maipu-tt/12218159;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12218159;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/1bc4f432d0bc4492b24d6298c65fba2f.jpeg;18.0
80;2.0;1.0;;;14.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/eleuterio-ramirez-san-francisco-tt/12218144;Arriendo Mensual;Departamento;Santiago;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12218144;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/d67d1b492bb5444c9c7d998fcc9c55cc.jpeg;19.0
81;2.0;2.0;500.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/independencia/departamento/av-domingo-santa-maria-av-vivaceta-tt/12218037;Arriendo Mensual;Departamento;Independencia;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12218037;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/independencia/0/d85eaeec21a44e909c1244fb6761f558.jpeg;20.0
82;1.0;1.0;330.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/quinta-normal/departamento/san-pablo-metro-gruta-de-lourdes-tt/12217852;Arriendo Mensual;Departamento;Quinta Normal;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12217852;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/quinta-normal/0/2a018bbb9cee4332b33c9d179629046a.jpeg;21.0
83;2.0;1.0;380.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/quinta-normal/departamento/general-velasquez-metro-gruta-de-lourdes-tt/12217703;Arriendo Mensual;Departamento;Quinta Normal;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12217703;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/quinta-normal/0/a783abf18a30491cba596aebed0ea97e.jpeg;22.0
84;1.0;1.0;350.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/compania-metro-santa-ana-tt/12217693;Arriendo Mensual;Departamento;Santiago;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12217693;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/6e9beae33c7b4ceaafcb672657afa35b.jpeg;23.0
85;1.0;1.0;320.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/morande-g-mackenna/12139826;Arriendo Mensual;Departamento;Santiago;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12139826;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/477d11fd07fb49e29bf6629ddccd1974.jpeg;24.0
86;4.0;4.0;;;140.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/departamento/via-aurora-lo-curro/12138693;Arriendo Mensual;Departamento;Vitacura;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12138693;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/vitacura/0/dccb6d6d44be49f9a88c73cdd09fcfbb.jpeg;25.0
87;6.0;7.0;;;120.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/bernardo-larrain-avda-la-dehesa/13439583;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;26/03/2023;13439583;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/ec9a0837d5dd48f6a1c6dc724255cc32.jpeg;26.0
88;6.0;4.0;;;150.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/casa/ricardo-matte-perez-salvador/13416822;Arriendo Mensual;Casa;Providencia;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;26/03/2023;13416822;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/providencia/0/a3fc9bfbbfad4c7dbdbbad81fba4a920.jpeg;27.0
89;5.0;5.0;2.900.000;$;;;4.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/avda-paseo-pie-andino/12731027;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;14/03/2023;12731027;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/32e0aee6c87748218e20b501c1329826.jpeg;28.0
90;7.0;6.0;10.000.000;$;;;17.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/camino-el-alba-camino-mirasol/12369830;Arriendo Mensual;Casa;Las Condes;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;09/03/2023;12369830;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/05a7311add6e48228fe239c4430e95ad.jpeg;29.0
91;10.0;12.0;;;700.0;UF;15.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/piedra-roja/12288415;Arriendo Mensual;Casa;Las Condes;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;08/03/2023;12288415;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/9b1327fce2db411f8c5de7f3284cb9a5.jpeg;30.0
92;5.0;3.0;6.300.000;$;;;5.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/via-azul-via-codigo/12288336;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;08/03/2023;12288336;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/4e87e4c0a1ac4063b4825782dbee637d.jpeg;31.0
93;6.0;4.0;;;120.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/club-de-golf-lomas-de-la-dehesa/12238995;Arriendo Mensual;Casa;Lo Barnechea;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;07/03/2023;12238995;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/433a54c57bfb4b17a22111c4816ae1af.jpeg;32.0
94;4.0;3.0;;;34.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/paine/casa/marina-san-francisco/12154679;Arriendo Mensual;Casa;Paine;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;07/03/2023;12154679;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/paine/0/e1d2ff99022041119db73c779b3b11ac.jpeg;33.0
95;4.0;4.0;;;95.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/casa/faustino-sarmiento-sucre/12153886;Arriendo Mensual;Casa;Ñuñoa;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;07/03/2023;12153886;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/nunoa/0/028901ee6a0a491b94ab87d2b89eaa6a.jpeg;34.0
96;7.0;5.0;;;;;20.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/camino-la-posada/12136860;Arriendo Mensual;Casa;Las Condes;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;07/03/2023;12136860;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/e570850dfd724abbb92276bf454c2b54.jpeg;35.0
97;3.0;2.0;900.000;$;;;15.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lampa/casa/barros-luco-lampa/11756216;Arriendo Mensual;Casa;Lampa;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;01/03/2023;11756216;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lampa/0/5c0862a2e117471fb4e22981441f5844.jpeg;36.0
98;1.0;1.0;395.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/av-vicuna-mackenna/15218631;Arriendo Mensual;Departamento;Santiago;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;28/04/2023;15218631;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/187bf5d8e5df4303a642805f48fe6797.jpeg;37.0
99;2.0;2.0;280.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/estacion-central/departamento/placilla-149/15092692;Arriendo Mensual;Departamento;Estación Central;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;26/04/2023;15092692;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/estacion-central/0/6f083571be37417e9e8f8358d9c2cc6f.jpeg;38.0
100;1.0;1.0;320.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/arturo-prat-eleuterio-ramirez/14869137;Arriendo Mensual;Departamento;Santiago;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;21/04/2023;14869137;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/c0fac8b4b5c345b587054f372e11e4ae.jpeg;39.0
101;1.0;1.0;;;23.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/departamento/portal-la-dehesa/12149934;Arriendo Mensual;Departamento;Lo Barnechea;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;21/04/2023;12149934;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/lo-barnechea/0/e78c2d5a4c4b43cbbea5c32ab5134341.jpeg;40.0
102;1.0;1.0;330.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/santiago-region-metropolitana/14190625;Arriendo Mensual;Departamento;Santiago;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;10/04/2023;14190625;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/a1d83ee01a984a77a25ed86253d60b0d.jpeg;41.0
103;1.0;1.0;320.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-cisterna/departamento/lo-ovalle-0330/14054381;Arriendo Mensual;Departamento;La Cisterna;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/04/2023;14054381;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/la-cisterna/0/0042ff00d96245078106b7cfb60a4fc5.jpeg;42.0
104;2.0;3.0;1.400.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/departamento/av-la-dehesa/13961011;Arriendo Mensual;Departamento;Lo Barnechea;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13961011;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/lo-barnechea/0/35cfb7c69bac46499ae5b6d44d58baec.jpeg;43.0
105;3.0;;1.350.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/departamento/francisco-aguirre/13939555;Arriendo Mensual;Departamento;Vitacura;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13939555;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/vitacura/0/92c64b83d3fb4a0a9f6065bb1e8f31a2.jpeg;44.0
106;3.0;2.0;1.600.000;$;;;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/departamento/apoquindo/13935589;Arriendo Mensual;Departamento;Las Condes;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13935589;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/las-condes/0/9417b524942a4e989e1bc21de2508c16.jpeg;45.0
107;1.0;1.0;;;12.0;UF;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/nataniel-cox-victoria/13923413;Arriendo Mensual;Departamento;Santiago;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13923413;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/99acc045529741b6b6a276edb17e68ca.jpeg;46.0
108;4.0;4.0;;;91.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/departamento/san-carlos-apoquindo-colegios-juanita-padre-hurtado/13919902;Arriendo Mensual;Departamento;Las Condes;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13919902;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/las-condes/0/f4ce8d7ffa0143e9adc361b92031b619.jpeg;47.0
109;3.0;2.0;;;35.0;UF;10.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/paine/casa/parcela-39/8248186;Arriendo Mensual;Casa;Paine;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;25/04/2023;8248186;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/paine/0/0dacb929d99c40109f5aa3e033ded42e.jpeg;48.0
110;5.0;4.0;;;150.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/gino-girandi-el-huinganal/12270774;Arriendo Mensual;Casa;Lo Barnechea;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;19/04/2023;12270774;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/04647bbf3f0541919168988efaed67ce.jpeg;49.0
111;4.0;2.0;990.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/isla-de-maipo/casa/isla-de-maipo/13956262;Arriendo Mensual;Casa;Isla de Maipo;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13956262;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/isla-de-maipo/0/662812fe0f15459a95486db60d2a1ad4.jpeg;50.0
112;6.0;5.0;;;119.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/camino-la-fuente/13956190;Arriendo Mensual;Casa;Las Condes;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13956190;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/a49d7874c7774ee7ad705b7252f3ad20.jpeg;51.0
